45.13	287.5	0.1240460794294022
45.13	584.9	0.03424303667086547
287.5	584.9	0.09590902735563892
272.4	96.71	-0.06128385415066018
272.4	401.9	0.18705766572553134
96.71	401.9	-0.43272330758705896
96.71	V58.61	-0.44957429836603097
96.71	96.04	0.0059931688473405355
96.71	276.2	-0.3380319587887329
V58.61	96.04	-0.09758300093549344
V58.61	276.2	-0.2843779317956539
96.04	276.2	-0.4096937513036185
244.9	V58.61	0.05569199287707416
244.9	401.9	0.027533380121696625
244.9	414.01	0.0011038494852738273
244.9	96.71	-0.06686458277961363
244.9	427.31	0.06192107534184255
V58.61	401.9	0.02873149562769894
V58.61	414.01	0.007115672928119734
V58.61	96.71	-0.06297062298023133
V58.61	427.31	0.34594394431790126
401.9	414.01	0.13491102210749126
401.9	96.71	-0.12041795328094372
401.9	427.31	0.02512742397607791
414.01	96.71	-0.16984010196316052
414.01	427.31	0.1257207666864842
96.71	427.31	-0.07886552821861056
285.9	38.91	-0.0017395149413850343
285.9	96.04	-0.026940297074038486
285.9	401.9	0.019691488374303286
285.9	276.1	0.058680834288802705
285.9	96.72	0.02105740396356939
285.9	38.93	0.002545764730157698
38.91	96.04	0.30877490970233545
38.91	401.9	-0.051052091788488047
38.91	276.1	-0.005566376104207992
38.91	96.72	0.3562525591297317
38.91	38.93	0.2773236835356838
96.04	401.9	-0.1004453841099335
96.04	276.1	-0.08560937383701067
96.04	96.72	0.43246749029792503
96.04	38.93	0.20899708256045776
401.9	276.1	-0.11381256138486971
401.9	96.72	-0.08219472336038014
401.9	38.93	-0.10939509099588055
276.1	96.72	0.047039346707739134
276.1	38.93	0.09298712268410556
96.72	38.93	0.311827724977013
V15.82	96.6	-0.43664294823877486
V15.82	96.72	-0.06697339342167204
V15.82	401.9	0.07884332376495945
96.6	96.72	0.5329838707964254
96.6	401.9	-0.11509916772572157
96.72	401.9	-0.5467692260233538
995.92	96.6	0.15067647352189756
995.92	038.9	0.6691306892977724
995.92	276.2	0.25165228742397266
995.92	96.71	0.012835707054208431
995.92	38.93	0.29432524003626703
96.6	038.9	0.12287122496151669
96.6	276.2	0.06384051695933467
96.6	96.71	0.023184127773743745
96.6	38.93	0.22803377656802362
038.9	276.2	0.218686959150327
038.9	96.71	0.045899948609566275
038.9	38.93	0.2541603176733532
276.2	96.71	0.059466174384284774
276.2	38.93	0.13909265279331245
96.71	38.93	0.05382043706774144
995.92	38.91	0.20992852421197147
995.92	518.81	0.31427603952633637
995.92	96.04	0.18541355914738625
995.92	486	0.19047298416270728
